"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-10",,,,,"0.13","7.0","44.0","24","10","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-11",,,,,"0.03","0.0","44.0","7","1","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-12",,,,,"0.00","0.0",,"18","0","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-13",,,,,"0.02",,"43.0","19","6","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-14",,,,,"0.07",,"44.0","22","6","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-15",,,,,"0.10",,"46.0","24","18","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-16",,,,,"0.31","6.0","52.0","22","7","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-17",,,,,"0.05","2.0","51.0","18","7","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-18",,,,,"0.16","4.0","51.0","18","10","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-19",,,,,"0.00","0.0","48.0","22","9","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-20",,,,,,"0.0","48.0","28","18","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-21",,,,,"0.00","0.0","46.0","28","16","23",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-22",,,,,"0.00","0.0","46.0","33","14","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-23",,,,,"0.00","0.0","45.0","37","20","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-24",,,,,"0.00","0.0","43.0","42","18","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-25",,,,,"0.00","0.0","41.0","47","23","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-26",,,,,"0.00","0.0","40.0","44","21","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-27",,,,,"0.00","0.0","39.0","42","28","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-28",,,,,"0.00","0.0",,"37","23","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-29",,,,,"0.00","0.0",,"29","13","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-30",,,,,"0.00",,"40.0","22","12","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1989-12-31",,,,,"0.00","0.0","39.0","33","11","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-01",,,,,"0.00","0.0","38.0","38","11","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-02",,,,,"0.53","17.0","55.0","30","11","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-03",,,,,"0.08","4.0","51.0","13","-5","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-04",,,,,"0.00","0.0","51.0","17","0","12",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-05",,,,,"0.52","13.0","56.0","23","12","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-06",,,,,"0.00","0.0","53.0","30","10","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-07",,,,,"0.00","0.0","51.0","30","10","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-08",,,,,"1.50","9.0","61.0",,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-09",,,,,"0.21","2.0","57.0","47","30","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-10",,,,,"0.00","0.0","55.0","42","29","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-11",,,,,"0.00","0.0",,"50","31","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-12",,,,,"0.00","0.0",,"45","30","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-13",,,,,"0.23","5.0","56.0","43","27","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-14",,,,,"0.85","9.0","64.0","28","25","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-15",,,,,"0.07","2.0","65.0","25","12","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-16",,,,,"0.33","5.0","69.0","23","18","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-17",,,,,"0.00","0.0","66.0","27","16","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-18",,,,,"0.00","0.0","65.0","29","14","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-19",,,,,"0.00","0.0","63.0","31","12","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-20",,,,,"0.00","0.0","62.0","29","8","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-21",,,,,"0.00","0.0","60.0","36","13","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-22",,,,,"0.00","0.0","60.0","38","20","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-23",,,,,"0.00","0.0","58.0","29","17","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-24",,,,,"0.26","6.0","64.0","25","5","13",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-25",,,,,"0.00","0.0","62.0","27","2","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-26",,,,,"0.12","4.0","65.0","34","2","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-27",,,,,"0.04",,,"12","-3","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-28",,,,,"0.01","1.0","65.0","19","4","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-29",,,,,"0.20","4.0","66.0","23","13","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-30",,,,,"0.05","1.0","64.0","27","11","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-01-31",,,,,"0.45","9.0","73.0","24","15","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-01",,,,,"0.16",,"75.0","20","6","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-02",,,,,"0.12",,"76.0","17","9","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-03",,,,,"0.00","0.0","72.0","31","4","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-04",,,,,"0.00","0.0","69.0","30","21","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-05",,,,,"0.00","0.0","68.0","25","7","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-06",,,,,"0.00","0.0","67.0","34","7","23",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-07",,,,,"0.69","32.0","90.0","25","9","9",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-08",,,,,"0.02",,"82.0","18","-6","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-09",,,,,"0.01","3.0","78.0","25","13","19",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-10",,,,,"0.43","6.0","79.0","27","18","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-11",,,,,"0.08","2.0","76.0","37","19","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-12",,,,,"0.08","2.0","75.0","38","26","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-13",,,,,"0.59","14.0","85.0","26","9","10",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-14",,,,,"0.12","4.0","84.0","10","-4","1",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-15",,,,,"0.02",,"82.0","3","-9","0",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-16",,,,,"0.02",,"78.0","14","-5","13",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-17",,,,,"0.47",,,"14","9","13",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-18",,,,,"0.57","7.0","87.0","24","8","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-19",,,,,"0.03","2.0","84.0","31","16","31",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-20",,,,,"0.00","0.0",,"31","13","23",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-21",,,,,"0.07","1.0",,"26","12","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-22",,,,,"0.00","0.0","78.0","35","14","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-23",,,,,"0.00","0.0","74.0","44","18","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-24",,,,,"0.00","0.0","71.0","45","23","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-25",,,,,"0.00","0.0","69.0","44","25","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-26",,,,,"0.00","0.0","67.0","44","26","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-27",,,,,"0.00","0.0","66.0","42","25","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-02-28",,,,,"0.00","0.0",,"37","17","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-01",,,,,"0.00","0.0","64.0","41","17","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-02",,,,,"0.17","2.0","66.0","35","24","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-03",,,,,"0.29","3.0","69.0","33","25","31",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-04",,,,,"0.08","2.0","67.0","39","20","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-05",,,,,"1.06","11.0","76.0","38","22","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-06",,,,,,"12.0","82.0","24","20","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-07",,,,,"0.44","3.0","79.0","29","22","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-08",,,,,"0.00","0.0","76.0","31","20","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-09",,,,,"0.00","0.0","73.0","43","31","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-10",,,,,"0.00","0.0","71.0","43","28","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-11",,,,,"0.67","13.0","82.0","38","16","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-12",,,,,"0.07",,"80.0","19","2","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-13",,,,,"0.14","6.0","85.0","14","8","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-14",,,,,"0.12",,,"18","10","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-15",,,,,"0.40",,"88.0","19","17","19",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-16",,,,,"0.00","0.0","84.0","29","13","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-17",,,,,"0.00","0.0","81.0","35","19","31",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-18",,,,,"0.00","0.0","77.0","41","18","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-19",,,,,"0.00","0.0","75.0","47","23","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-20",,,,,"0.00","0.0","73.0","47","33","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-21",,,,,"0.00","0.0","70.0","46","29","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-22",,,,,"0.00","0.0","69.0","51","28","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-23",,,,,"0.00","0.0","67.0","41","28","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-24",,,,,"0.00","0.0","67.0","37","16","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-25",,,,,"0.00","0.0","65.0","45","23","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-26",,,,,,,"62.0",,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-27",,,,,,,"60.0",,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-28","    3",,"0.73",,,"4.0","63.0",,,"32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-29",,,,,"0.00","0.0","62.0","36",,"30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-30",,,,,"0.00","0.0","60.0","38","20","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-03-31",,,,,"0.00","0.0","59.0","44","23","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-01",,,,,"0.00","0.0","55.0","53","30","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-02",,,,,"0.00","0.0","53.0","50","31","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-03",,,,,"0.00","0.0","53.0","51","33","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-04",,,,,"0.00","0.0","50.0","50","34","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-05",,,,,"0.00","0.0","48.0","44","30","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-06",,,,,"0.00","0.0","47.0","48","24","46",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-07",,,,,"0.05","0.0","45.0","49","31","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-08",,,,,"0.41","2.0","46.0","39","32","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-09",,,,,"0.57","7.0","50.0","37","28","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-10",,,,,"0.00","0.0","47.0","45","24","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-11",,,,,"0.00","0.0","42.0","49","30","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-12",,,,,"0.00","0.0","41.0","43","30","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-13",,,,,"0.00","0.0","40.0","49","34","43",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-14",,,,,"0.00","0.0","36.0","55","33","54",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-15",,,,,"0.00","0.0","33.0","57","39","57",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-16",,,,,"0.00","0.0","30.0","60","39","56",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-17",,,,,"0.00","0.0","29.0","54","33","34",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-18",,,,,"0.04","0.0","28.0","44","30","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-19",,,,,"0.00","0.0","24.0","48","30","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-20",,,,,"0.00","0.0","24.0","53","33","49",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-21",,,,,"0.00","0.0","23.0","53","35","49",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-22",,,,,"0.23","0.0","21.0","48","35","43",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-23",,,,,"0.44","3.0","20.0","43","31","33",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-24",,,,,"0.29","0.0","19.0","44","28","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-25",,,,,"0.12","0.0","18.0","38","27","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-26",,,,,"0.64","8.0","26.0","38","24","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-27",,,,,"0.26","3.0","30.0","35","32","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-28",,,,,"0.34","2.0","27.0","46","19","19",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-29",,,,,"0.70",,"35.0","24","8","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-30",,,,,"0.00","0.0","29.0","33","13","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-01",,,,,"0.00","0.0","24.0","45","18","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-02",,,,,"0.00","0.0","23.0","43","44","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-03",,,,,"0.00","0.0","21.0","46","31","43",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-04",,,,,"0.00","0.0","20.0","47","44","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-05",,,,,"0.00","0.0","16.0","55","33","54",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-06",,,,,"0.00","0.0","10.0","61","36","59",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-07",,,,,"0.00","0.0","7.0","59","32","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-08",,,,,"0.06","3.0","10.0","31","20","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-09",,,,,"0.00","0.0","6.0","44","16","43",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-10",,,,,"0.00","0.0","0.0","55","31","54",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-11",,,,,"0.00","0.0","0.0","55","35","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-12",,,,,"0.66",,"4.0","46","31","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-13",,,,,"0.22","0.0",,"43","29","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-14",,,,,"0.01","0.0","0.0","51","33","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-15",,,,,"0.43","0.0","0.0","43","20","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-16",,,,,"0.00","0.0","0.0","44","22","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-17",,,,,"0.01","0.0","0.0","57","32","54",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-18",,,,,"0.00","0.0","0.0","56","36","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-19",,,,,"0.00","0.0","0.0","57","36","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-20",,,,,"0.00","0.0","0.0","48","25","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-21",,,,,"0.00","0.0","0.0","58","35","57",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-22",,,,,"0.00","0.0","0.0","59","43","59",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-23",,,,,"0.00","0.0","0.0","62","40","59",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-24",,,,,"0.38","1.0","1.0","62","28","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-25",,,,,"0.00","0.0","0.0","48","24","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-26",,,,,"0.00","0.0","0.0","51",,"45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-27",,,,,"0.00","0.0","0.0","59","36","58",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-28",,,,,"0.15","0.0","0.0","59","40","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-29",,,,,"0.00","0.0","0.0","50","40","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-30",,,,,"0.80","0.0","0.0","44","32","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-31",,,,,"0.07","0.0","0.0","50","37","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-01",,,,,"0.29",,"3.0","37","23","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-02",,,,,"0.00","0.0","0.0","51","25","50",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-03",,,,,"0.00","0.0","0.0","65","38","64",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-04",,,,,"0.00","0.0","0.0","65","46","63",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-05",,,,,"0.00","0.0","0.0","65","41","61",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-06",,,,,"0.00","0.0","0.0","66","43","62",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-07",,,,,"0.00","0.0","0.0","62","42","59",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-08",,,,,"0.00","0.0","0.0","65","41","64",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-09",,,,,"0.00","0.0","0.0","72","48","55",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-10",,,,,"0.20","0.0","0.0","65","46","52",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-11",,,,,"0.98","0.0","0.0","55","36","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-12",,,,,"0.26","0.0","0.0","51","35","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-13",,,,,"0.05","0.0","0.0","56","32","53",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-14",,,,,"0.00","0.0","0.0","58","43","58",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-15",,,,,"0.00","0.0","0.0","58","36","54",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-16",,,,,"0.37","0.0","0.0","55","33","46",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-17",,,,,"0.00","0.0","0.0","65","36","64",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-18",,,,,"0.00","0.0","0.0","65","48","64",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-19",,,,,"0.00","0.0","0.0","64","41","56",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-20",,,,,"0.00","0.0","0.0","64","40","63",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-21",,,,,"0.00","0.0","0.0","67","43","66",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-22",,,,,"0.00","0.0","0.0","75","46","75",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-23",,,,,"0.00","0.0","0.0","76","53","76",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-24",,,,,"0.00","0.0","0.0","76","53","74",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-25",,,,,"0.10","0.0","0.0","77","52","76",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-26",,,,,"0.00","0.0","0.0","78","52","77",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-27",,,,,"0.00","0.0","0.0","78","51","74",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-28",,,,,"0.00","0.0","0.0","75","49","75",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-29",,,,,"0.00","0.0","0.0","78","53","77",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-30",,,,,"0.00","0.0","0.0","79","53","77",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-01",,,,,"0.00","0.0","0.0","78","58","76",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-02",,,,,"0.00","0.0","0.0","78","57","72",,,,,,
