"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-22",,,,,"0.00","0.0","60.0","37","14","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-23",,,,,"0.00","0.0","58.0","42","14","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-24",,,,,"0.00","0.0","57.0","43","20","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-25",,,,,"0.00","0.0","56.0","33","20","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-26",,,,,"0.00","0.0","55.0","25","10","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-27",,,,,"0.00","0.0","53.0","24","10","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-28",,,,,"0.82","12.0","60.0","24","5","7",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-29",,,,,"0.43","8.0","66.0","22","7","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-30",,,,,"1.33","20.0","81.0","24","-6","-6",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-01-31",,,,,"0.00","0.0","77.0","32","-6","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-01",,,,,"0.00","0.0","70.0","37","16","23",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-02",,,,,"0.00","0.0","70.0","38","19","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-03",,,,,"0.00","0.0","70.0","37","24","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-04",,,,,"0.18","1.0","71.0","41","26","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-05",,,,,"0.00","0.0","70.0","33","15","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-06",,,,,"0.00","0.0","69.0","42","22","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-07",,,,,"0.84","9.0","78.0","29","16","19",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-08",,,,,"0.00","0.0","74.0","28","8","10",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-09",,,,,"0.00","0.0","73.0","28","8","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-10",,,,,"0.00","0.0","72.0","38","14","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-11",,,,,"0.00","0.0","70.0","37","12","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-12",,,,,"0.00","0.0","70.0","35","13","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-13",,,,,"0.00","0.0","69.0","32","14","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-14",,,,,"0.14","1.5","71.0","34","26","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-15",,,,,"2.88","25.0","80.0","34","28","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-16",,,,,"0.65","5.0","81.0","31","21",,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-17",,,,,"0.21","2.0","82.0","42","27","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-18",,,,,"1.14","7.0","84.0","34","29","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-19",,,,,"1.56","9.0","88.0","33","26","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-20",,,,,"0.97","9.0","93.0","36","26","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-21",,,,,"1.37","14.0","100.0","27","18","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-22",,,,,"2.63","19.0","112.0","30","20","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-23",,,,,"0.30","3.0","112.0","31","20","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-24",,,,,"0.60","6.0","110.0","21","10","10",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-25",,,,,"0.00","0.0","108.0","30","10","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-26",,,,,"0.00","0.0","102.0","30","20","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-27",,,,,"0.00","0.0","98.0","45","29","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-28",,,,,"0.00","0.0","97.0","45","30","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-02-29",,,,,"0.26","2.0","98.0","40","21","21",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-01",,,,,"0.33","3.0","97.0","28","15","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-02",,,,,"0.00","0.0","96.0","39","15","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-03",,,,,"0.64","7.0","101.0","31","25","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-04",,,,,"1.81","13.0","110.0","30","24","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-05",,,,,"0.54","4.0","107.0","25","20","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-06",,,,,"1.71","16.0","122.0","30","16","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-07",,,,,"0.00","0.0","117.0","30","17","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-08",,,,,"0.32","4.0","120.0","26","14","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-09",,,,,"0.00","0.0","118.0","27","13","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-10",,,,,"0.00","0.0","117.0","28","11","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-11",,,,,"0.00","0.0","114.0","40","15","19",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-12",,,,,"1.60","15.0","120.0","35","11","12",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-13",,,,,"0.53","5.0","122.0","19","9","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-14",,,,,"0.00","0.0","116.0","32","18","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-15",,,,,"0.00","0.0","113.0","37","28","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-16",,,,,"0.32","6.0","116.0","32","2","6",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-17",,,,,"0.00","0.0","114.0","15","2","5",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-18",,,,,"0.00","0.0","112.0","37","5","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-19",,,,,"0.00","0.0","112.0","32","17","21",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-20",,,,,"0.00","0.0","110.0","29","14","16",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-21",,,,,"0.63","8.0","116.0","40","16","20",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-22",,,,,"0.60","8.0","118.0","30","12","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-23",,,,,"0.00","0.0","115.0","31","13","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-24",,,,,"0.00","0.0","114.0","30","14","18",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-25",,,,,"0.43","7.0","119.0","30","10","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-26",,,,,"0.14","2.0","118.0","27","2","10",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-27",,,,,"0.00","0.0","116.0","31","10","19",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-28",,,,,"0.90","12.0","126.0","21","10","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-29",,,,,"0.00","0.0","120.0","28","11","14",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-30",,,,,"0.00","0.0","120.0","34","10","12",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-03-31",,,,,"1.14","13.0","126.0","27","2","4",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-01",,,,,"0.00","0.0","120.0","31","3","10",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-02",,,,,"0.00","0.0","119.0","34","8","11",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-03",,,,,"0.00","0.0","118.0","27","9","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-04",,,,,"0.00","0.0","118.0","37","17","28",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-05",,,,,"0.00","0.0","116.0","40","27","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-06",,,,,"0.60","5.0","118.0","36","22","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-07",,,,,"1.06","10.0","125.0","30","12","12",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-08",,,,,"0.63","7.0","124.0","19","12","17",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-09",,,,,"0.00","0.0","120.0","36","16","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-10",,,,,"0.00","0.0","118.0","41","23","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-11",,,,,"0.24","5.0","123.0","27","15","15",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-12",,,,,"0.00","0.0","118.0","28","13","22",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-13",,,,,"0.00","0.0","117.0","34","13","24",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-14",,,,,"0.00","0.0","116.0","39","24","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-15",,,,,"0.00","0.0","114.0","44","26","31",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-16",,,,,"0.00","0.0","113.0","46","24","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-17",,,,,"0.00","0.0","113.0","46","26","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-18",,,,,"0.00","0.0","109.0","54","32","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-19",,,,,"0.00","0.0","105.0","55","36","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-20",,,,,"0.00","0.0","102.0","59","39","42",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-21",,,,,"0.00","0.0","100.0","58","42","45",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-22",,,,,"0.00","0.0","98.0","52","37","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-23",,,,,"0.00","0.0","96.0","47","33","34",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-24",,,,,"0.38","2.0","95.0","47","28","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-25",,,,,"0.00","0.0","94.0","44","30","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-26",,,,,"0.00","0.0","92.0","48","33","34",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-27",,,,,"0.00","0.0",,"54","30","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-28",,,,,"0.00","0.0",,"58","32","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-29",,,,,"0.00","1.0",,"60","36","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-04-30",,,,,"0.19","0.0",,"56","32","33",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-01",,,,,"0.21","0.0","82.0","40","31","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-02",,,,,"0.00","0.0","81.0","47","31","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-03",,,,,"0.00","0.0","80.0","52","35","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-04",,,,,"0.00","0.0","78.0","57","34","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-05",,,,,"0.00","0.0","75.0","57","35","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-06",,,,,"0.17","0.0","73.0","54","38","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-07",,,,,"0.16","0.0","70.0","57","33","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-08",,,,,"0.03","0.0","68.0","54","32","36",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-09",,,,,"0.32","0.0","68.0","51","32","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-10",,,,,"0.98","8.0","74.0","37","25","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-11",,,,,"0.56","4.0","73.0","33","24","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-12",,,,,"0.62","9.0","78.0","38","23","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-13",,,,,"0.19","2.0","76.0","32","21","26",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-14",,,,,"0.00","0.0","73.0","46","23","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-15",,,,,"0.21","0.0","69.0","47","23","33",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-16",,,,,"0.00","0.0","68.0","48","29","29",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-17",,,,,"0.73","7.0","72.0","44","23","25",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-18",,,,,"0.52","4.0","71.0","34","25","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-19",,,,,"0.00","0.0","69.0","48","33","36",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-20",,,,,"0.00","0.0","67.0","55","37","41",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-21",,,,,"0.00","0.0","60.0","66","41","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-22",,,,,"0.00","0.0","58.0","63","37","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-23",,,,,"0.04","0.0","58.0","47","26","30",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-24",,,,,"0.43","1.0","57.0","47","26","30",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-25",,,,,"0.35","3.0","58.0","34","20","23",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-26",,,,,"0.37","4.0","59.0","32","23","27",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-27",,,,,"0.00","0.0","57.0","46","25","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-28",,,,,"0.00","0.0","54.0","52","26","35",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-29",,,,,"0.32","2.0","53.0","50","29","32",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-30",,,,,"0.26","2.0","53.0","42","27","34",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-05-31",,,,,"0.13","1.0","52.0","51","31","34",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-01",,,,,"0.13","1.0","52.0","49","31","33",,"    1",,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-02",,,,,"0.09","0.0","50.0","47","34","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-03",,,,,"0.05","0.0","47.0","50","30","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-04",,,,,"0.00","0.0","45.0","57","41","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-05",,,,,"0.00","0.0","42.0","57","37","46",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-06",,,,,"0.00","0.0","38.0","56","36","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-07",,,,,"0.00","0.0","34.0","46","35","37",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-08",,,,,"0.00","0.0","32.0","59","37","40",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-09",,,,,"0.00","0.0","30.0","65","40","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-10",,,,,"0.00","0.0","27.0","68","42","47",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-11",,,,,"0.00","0.0","24.0","70","44","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-12",,,,,"0.00","0.0","20.0","68","48","53",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-13",,,,,"0.00","0.0","17.0","62","41","44",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-14",,,,,"0.00","0.0","15.0","64","44","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-15",,,,,"0.00","0.0","12.0","53","30","32",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-16",,,,,"0.00","0.0","9.0","53","33","39",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-17",,,,,"0.00","0.0","3.0","63","37","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-18",,,,,"0.00","0.0","0.0","72","45","52",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-19",,,,,"0.00","0.0","0.0","72","46","49",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-20",,,,,"0.00","0.0","0.0","69","46","51",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-21",,,,,"0.00","0.0","0.0","72","47","51",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-22",,,,,"0.00","0.0","0.0","69","45","49",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-23",,,,,"0.00","0.0","0.0","71","49","56",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-24",,,,,"0.00","0.0","0.0","64","43","51",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-25",,,,,"0.00","0.0","0.0","68","48","55",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-26",,,,,"0.00","0.0","0.0","74","53","58",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-27",,,,,"0.00","0.0","0.0","73","34","38",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-28",,,,,"0.00","0.0","0.0","60","35","50",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-29",,,,,"0.00","0.0","0.0","72","49","62",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-06-30",,,,,"0.00","0.0","0.0","74","54","60",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-01",,,,,"0.05","0.0","0.0","72","45","49",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-02",,,,,"0.89","0.0","0.0","68","47","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-03",,,,,"0.00","0.0","0.0","67","47","48",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-04",,,,,"0.41","0.0","0.0","62","43","46",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-05",,,,,"0.00","0.0","0.0","70","48","52",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-06",,,,,"0.00","0.0","0.0","76","49","51",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-07",,,,,"0.00","0.0","0.0","75","51","57",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-08",,,,,"0.11","0.0","0.0","68","46","50",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-09",,,,,"0.00","0.0","0.0","64","47","53",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-10",,,,,"0.00","0.0","0.0","71","50","57",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-11",,,,,"0.00","0.0","0.0","72","53","59",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-12",,,,,"0.00","0.0","0.0","76","56","60",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-13",,,,,"0.00","0.0","0.0","72","54","55",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-14",,,,,"0.00","0.0","0.0","67","51","52",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-15",,,,,"0.00","0.0","0.0","68","45","46",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-16",,,,,"0.00","0.0","0.0","68","45","52",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-17",,,,,"0.00","0.0","0.0","76","50","55",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-18",,,,,"0.00","0.0","0.0","74","50","56",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-19",,,,,"0.00","0.0","0.0","69","51","53",,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1980-07-20",,,,,"0.00","0.0","0.0","70","48","51",,,,,,
